Date,Open,High,Low,Close,Adj Close,Volume
2015-04-09,549.210022,549.369995,541.950012,548.020020,548.020020,1618300
2015-04-10,549.570007,549.849976,544.979980,548.539978,548.539978,1305200
2015-04-13,547.049988,553.270020,546.299988,548.640015,548.640015,1466300
2015-04-14,546.570007,546.570007,535.739990,539.780029,539.780029,2354300
2015-04-15,537.960022,543.190002,532.369995,541.039978,541.039978,2348100
2015-04-16,538.349976,545.229980,538.099976,543.520020,543.520020,1586100
2015-04-17,537.309998,539.799988,529.000000,532.739990,532.739990,2461700
2015-04-20,533.750000,545.799988,533.349976,544.530029,544.530029,1925400
2015-04-21,546.309998,547.770020,542.210022,542.919983,542.919983,1456400
2015-04-22,543.059998,551.000000,541.320007,549.179993,549.179993,1590300
2015-04-23,550.409973,561.169983,550.080017,557.460022,557.460022,3909200
2015-04-24,580.049988,584.700012,568.349976,573.659973,573.659973,4608400
2015-04-27,572.770020,575.520020,562.299988,566.119995,566.119995,2403100
2015-04-28,564.320007,567.830017,560.960022,564.369995,564.369995,1858900
2015-04-29,560.510010,565.840027,559.000000,561.390015,561.390015,1681100
2015-04-30,558.559998,561.109985,546.719971,548.770020,548.770020,2362000
2015-05-01,550.510010,551.219971,543.849976,551.159973,551.159973,1828600
2015-05-04,550.989990,556.690002,547.390015,552.840027,552.840027,1763000
2015-05-05,550.159973,552.609985,542.369995,543.039978,543.039978,1426400
2015-05-06,542.640015,543.929993,532.239990,535.080017,535.080017,1951700
2015-05-07,535.900024,545.200012,533.450012,542.039978,542.039978,1592200
2015-05-08,548.869995,552.799988,548.030029,548.950012,548.950012,1411300
2015-05-11,548.489990,553.369995,545.599976,545.780029,545.780029,1092900
2015-05-12,542.809998,542.960022,535.000000,538.729980,538.729980,1764100
2015-05-13,540.469971,543.840027,538.979980,539.489990,539.489990,1211900
2015-05-14,543.969971,549.690002,542.500000,549.200012,549.200012,1586800
2015-05-15,550.390015,550.599976,542.500000,546.489990,546.489990,1672000
2015-05-18,543.820007,548.340027,542.250000,546.669983,546.669983,1247600
2015-05-19,548.000000,553.400024,547.119995,549.280029,549.280029,2356300
2015-05-20,550.919983,556.070007,545.099976,552.510010,552.510010,1542000
2015-05-21,550.200012,557.609985,549.299988,556.809998,556.809998,1708500
2015-05-22,554.460022,558.239990,553.619995,554.520020,554.520020,1213300
2015-05-26,552.580017,553.330017,542.969971,547.190002,547.190002,1873700
2015-05-27,548.679993,555.289978,546.580017,554.250000,554.250000,1742200
2015-05-28,553.789978,555.760010,550.799988,554.179993,554.179993,1177200
2015-05-29,553.200012,553.940002,545.039978,545.320007,545.320007,2154600
2015-06-01,548.729980,550.570007,543.580017,549.210022,549.210022,1660500
2015-06-02,547.429993,558.789978,546.549988,553.950012,553.950012,1592100
2015-06-03,555.099976,557.989990,552.150024,555.289978,555.289978,1335500
2015-06-04,552.179993,555.960022,549.119995,551.690002,551.690002,1343300
2015-06-05,552.000000,553.330017,547.380005,549.530029,549.530029,1219800
2015-06-08,549.609985,549.869995,542.950012,543.479980,543.479980,1360700
2015-06-09,543.419983,544.840027,538.849976,542.159973,542.159973,1500800
2015-06-10,545.700012,554.780029,545.109985,552.599976,552.599976,1515800
2015-06-11,554.489990,554.830017,549.169983,550.039978,550.039978,1293600
2015-06-12,547.150024,548.849976,545.630005,547.469971,547.469971,1273400
2015-06-15,542.729980,544.049988,539.210022,543.000000,543.000000,1357500
2015-06-16,544.479980,546.690002,541.570007,544.869995,544.869995,1626300
2015-06-17,545.419983,548.359985,541.809998,546.599976,546.599976,1222000
2015-06-18,548.000000,557.250000,548.000000,556.179993,556.179993,2059600
2015-06-19,556.520020,557.909973,552.260010,557.520020,557.520020,2964500
2015-06-22,559.409973,565.609985,558.909973,559.679993,559.679993,1737600
2015-06-23,559.789978,564.900024,557.150024,563.390015,563.390015,1569800
2015-06-24,562.479980,562.640015,556.809998,558.570007,558.570007,1446200
2015-06-25,560.299988,563.140015,557.460022,557.950012,557.950012,1334200
2015-06-26,559.710022,560.000000,551.849976,553.059998,553.059998,2183800
2015-06-29,546.750000,550.900024,540.239990,541.250000,541.250000,1887800
2015-06-30,545.090027,545.900024,539.539978,540.039978,540.039978,1725500
2015-07-01,543.659973,545.809998,539.760010,543.299988,543.299988,1538000
2015-07-02,544.739990,548.000000,543.570007,547.340027,547.340027,1406200
2015-07-06,542.250000,548.580017,542.099976,545.619995,545.619995,1280700
2015-07-07,547.429993,551.000000,539.849976,550.030029,550.030029,1678900
2015-07-08,545.599976,548.280029,541.200012,541.700012,541.700012,1383100
2015-07-09,548.650024,548.880005,544.619995,544.650024,544.650024,1488300
2015-07-10,553.710022,559.289978,552.000000,556.109985,556.109985,2171800
2015-07-13,559.510010,572.849976,558.700012,571.729980,571.729980,2089600
2015-07-14,574.500000,589.710022,574.169983,584.179993,584.179993,3741600
2015-07-15,583.739990,588.690002,580.210022,583.960022,583.960022,2073300
2015-07-16,589.500000,604.500000,587.919983,601.780029,601.780029,5632100
2015-07-17,680.000000,703.000000,678.000000,699.619995,699.619995,12858100
2015-07-20,688.979980,697.799988,681.770020,692.840027,692.840027,5121800
2015-07-21,684.880005,705.599976,684.150024,695.349976,695.349976,3780200
2015-07-22,694.020020,713.330017,691.619995,695.099976,695.099976,4155000
2015-07-23,691.849976,696.070007,671.590027,674.729980,674.729980,3811600
2015-07-24,676.770020,677.789978,653.179993,654.770020,654.770020,4131100
2015-07-27,651.570007,667.070007,651.549988,658.270020,658.270020,2919100
2015-07-28,661.760010,664.099976,653.409973,659.659973,659.659973,1718200
2015-07-29,662.260010,663.330017,652.840027,661.429993,661.429993,1837800
2015-07-30,657.440002,668.049988,651.690002,664.559998,664.559998,1980300
2015-07-31,664.700012,665.000000,657.200012,657.500000,657.500000,1746100
2015-08-03,657.659973,666.669983,657.659973,664.719971,664.719971,1567400
2015-08-04,664.340027,668.000000,660.510010,661.280029,661.280029,1309400
2015-08-05,665.750000,679.909973,665.580017,673.289978,673.289978,1822400
2015-08-06,673.989990,674.750000,660.729980,670.150024,670.150024,2033000
2015-08-07,667.780029,668.799988,658.869995,664.390015,664.390015,1377200
2015-08-10,667.090027,671.619995,660.229980,663.140015,663.140015,1722900
2015-08-11,699.580017,704.000000,684.320007,690.299988,690.299988,5264100
2015-08-12,694.489990,696.000000,680.510010,691.469971,691.469971,2924900
2015-08-13,689.200012,694.030029,682.179993,686.510010,686.510010,1817700
2015-08-14,684.039978,692.260010,682.900024,689.369995,689.369995,1377400
2015-08-17,688.039978,694.739990,683.059998,694.109985,694.109985,1234000
2015-08-18,691.070007,695.760010,685.320007,688.729980,688.729980,1385500
2015-08-19,690.109985,700.200012,686.799988,694.039978,694.039978,2509700
2015-08-20,689.099976,696.159973,675.280029,679.479980,679.479980,2889900
2015-08-21,671.039978,672.890015,643.099976,644.030029,644.030029,4594000
2015-08-24,600.599976,627.679993,593.090027,618.109985,618.109985,6489400
2015-08-25,646.469971,647.000000,611.669983,612.469971,612.469971,3571500
2015-08-26,643.099976,662.479980,630.369995,659.739990,659.739990,4387000
2015-08-27,671.989990,673.979980,651.099976,667.960022,667.960022,2948700
2015-08-28,665.760010,667.000000,653.750000,659.690002,659.690002,1941800
2015-08-31,654.340027,664.409973,646.349976,647.820007,647.820007,1907500
2015-09-01,633.809998,644.440002,625.059998,629.559998,629.559998,2572900
2015-09-02,638.000000,645.059998,630.640015,644.909973,644.909973,1881500
2015-09-03,647.929993,651.250000,633.809998,637.049988,637.049988,1728600
2015-09-04,629.700012,634.500000,626.500000,628.960022,628.960022,2023900
2015-09-08,641.000000,645.039978,632.900024,643.880005,643.880005,1954600
2015-09-09,651.880005,657.359985,640.900024,643.409973,643.409973,2041800
2015-09-10,643.900024,654.900024,641.700012,651.080017,651.080017,1392500
2015-09-11,650.210022,655.309998,647.409973,655.299988,655.299988,1744600
2015-09-14,655.630005,655.919983,649.500000,652.469971,652.469971,1497100
2015-09-15,656.710022,668.849976,653.340027,665.070007,665.070007,1761800
2015-09-16,665.549988,668.070007,662.200012,665.520020,665.520020,1312600
2015-09-17,667.489990,681.989990,665.000000,671.669983,671.669983,2387600
2015-09-18,665.059998,669.840027,660.030029,660.919983,660.919983,3592700
2015-09-21,665.510010,669.000000,658.000000,666.979980,666.979980,1954700
2015-09-22,657.469971,658.820007,645.030029,653.200012,653.200012,2718100
2015-09-23,652.900024,660.280029,650.729980,653.289978,653.289978,1458000
2015-09-24,648.969971,656.770020,642.169983,654.909973,654.909973,1934600
2015-09-25,658.580017,658.580017,639.659973,640.150024,640.150024,2424000
2015-09-28,639.049988,642.849976,617.840027,624.250000,624.250000,2382300
2015-09-29,625.500000,634.679993,618.030029,622.609985,622.609985,2106500
2015-09-30,631.830017,639.309998,629.150024,638.369995,638.369995,2631200
2015-10-01,637.940002,643.840027,631.119995,642.000000,642.000000,2125300
2015-10-02,638.010010,657.000000,633.500000,656.989990,656.989990,2439400
2015-10-05,661.599976,673.030029,655.869995,671.679993,671.679993,1898000
2015-10-06,669.349976,678.799988,663.080017,671.640015,671.640015,2138700
2015-10-07,677.400024,678.739990,658.109985,670.000000,670.000000,2217700
2015-10-08,669.450012,671.890015,654.489990,667.000000,667.000000,1965400
2015-10-09,667.489990,674.090027,662.359985,671.239990,671.239990,1606200
2015-10-12,669.190002,677.979980,667.239990,676.429993,676.429993,1334200
2015-10-13,674.260010,688.460022,673.109985,683.169983,683.169983,2122300
2015-10-14,683.729980,690.039978,678.900024,680.409973,680.409973,1564600
2015-10-15,685.250000,694.159973,684.390015,693.020020,693.020020,2357800
2015-10-16,695.400024,696.219971,689.099976,695.320007,695.320007,1815800
2015-10-19,694.000000,700.239990,692.210022,699.950012,699.950012,1508600
2015-10-20,697.890015,698.000000,673.679993,680.000000,680.000000,2613300
2015-10-21,683.210022,684.900024,670.700012,671.799988,671.799988,1597600
2015-10-22,675.440002,688.049988,671.700012,681.140015,681.140015,4431600
2015-10-23,750.059998,752.500000,717.940002,719.330017,719.330017,6336300
2015-10-26,720.020020,734.950012,720.020020,731.119995,731.119995,2438800
2015-10-27,726.570007,735.960022,724.140015,732.820007,732.820007,1938900
2015-10-28,733.000000,737.369995,727.270020,736.919983,736.919983,1980200
2015-10-29,736.630005,746.789978,735.159973,744.849976,744.849976,1822800
2015-10-30,745.559998,746.309998,736.530029,737.390015,737.390015,1999200
2015-11-02,734.530029,748.179993,731.450012,747.739990,747.739990,1995700
2015-11-03,745.429993,751.700012,741.159973,748.820007,748.820007,1815300
2015-11-04,749.900024,759.900024,749.200012,755.309998,755.309998,2083400
2015-11-05,758.809998,766.349976,757.469971,760.669983,760.669983,2274300
2015-11-06,759.390015,763.020020,755.030029,761.599976,761.599976,1677200
2015-11-09,758.520020,763.299988,749.109985,754.770020,754.770020,1776900
2015-11-10,753.479980,760.599976,748.409973,758.260010,758.260010,1489900
2015-11-11,762.380005,769.080017,759.750000,765.250000,765.250000,2093300
2015-11-12,760.179993,765.799988,755.859985,756.530029,756.530029,1772600
2015-11-13,754.039978,755.330017,739.469971,740.070007,740.070007,2409400
2015-11-16,740.210022,751.710022,734.330017,750.419983,750.419983,2535200
2015-11-17,752.469971,754.950012,744.049988,745.979980,745.979980,1943200
2015-11-18,749.570007,761.099976,747.390015,760.010010,760.010010,1813300
2015-11-19,759.780029,763.229980,757.229980,759.940002,759.940002,1403900
2015-11-20,769.299988,779.320007,764.099976,777.000000,777.000000,2773900
2015-11-23,777.469971,782.900024,773.510010,776.700012,776.700012,1732400
2015-11-24,772.960022,775.989990,758.109985,769.630005,769.630005,2394000
2015-11-25,771.690002,773.000000,766.530029,769.260010,769.260010,1180600
2015-11-27,769.159973,774.000000,767.000000,771.969971,771.969971,721700
2015-11-30,771.869995,775.030029,761.119995,762.849976,762.849976,1679300
2015-12-01,766.940002,785.000000,765.950012,783.789978,783.789978,2019900
2015-12-02,785.250000,793.049988,776.429993,777.849976,777.849976,2343800
2015-12-03,780.559998,784.479980,762.450012,768.200012,768.200012,2097500
2015-12-04,769.710022,782.419983,765.510010,779.210022,779.210022,2490000
2015-12-07,780.059998,781.000000,766.719971,772.989990,772.989990,1831300
2015-12-08,764.500000,778.650024,762.520020,775.140015,775.140015,1554100
2015-12-09,771.099976,776.090027,752.010010,762.549988,762.549988,2327500
2015-12-10,763.590027,766.070007,755.000000,760.039978,760.039978,1616600
2015-12-11,749.000000,757.440002,748.650024,750.419983,750.419983,2159200
2015-12-14,751.260010,764.150024,736.260010,762.539978,762.539978,2693200
2015-12-15,767.789978,774.750000,758.000000,760.090027,760.090027,2469300
2015-12-16,766.570007,781.500000,757.049988,776.590027,776.590027,2656000
2015-12-17,781.159973,781.590027,769.299988,769.830017,769.830017,1825500
2015-12-18,767.229980,774.140015,756.590027,756.849976,756.849976,3389700
2015-12-21,763.049988,766.349976,754.150024,760.799988,760.799988,1742400
2015-12-22,764.270020,770.340027,761.200012,767.130005,767.130005,1812900
2015-12-23,770.690002,771.900024,757.650024,768.510010,768.510010,1529700
2015-12-24,768.520020,769.200012,764.390015,765.840027,765.840027,520600
2015-12-28,770.000000,782.820007,767.729980,782.239990,782.239990,1554300
2015-12-29,786.989990,798.690002,786.200012,793.960022,793.960022,1921500
2015-12-30,793.960022,796.460022,787.200012,790.299988,790.299988,1428300
2015-12-31,787.820007,788.330017,777.320007,778.010010,778.010010,1637600
2016-01-04,762.200012,762.200012,747.539978,759.440002,759.440002,3369100
2016-01-05,764.099976,769.200012,755.650024,761.530029,761.530029,2260800
2016-01-06,750.369995,765.729980,748.000000,759.330017,759.330017,2410300
2016-01-07,746.489990,755.309998,735.280029,741.000000,741.000000,3156600
2016-01-08,747.799988,750.119995,728.919983,730.909973,730.909973,2375300
2016-01-11,731.950012,735.080017,719.559998,733.070007,733.070007,2537900
2016-01-12,740.750000,748.340027,736.429993,745.340027,745.340027,2340800
2016-01-13,749.340027,753.000000,716.780029,719.570007,719.570007,2586400
2016-01-14,724.440002,739.890015,705.000000,731.390015,731.390015,2777900
2016-01-15,709.989990,724.159973,701.510010,710.489990,710.489990,3833800
2016-01-19,720.150024,725.349976,709.849976,719.080017,719.080017,2436200
2016-01-20,705.900024,726.950012,687.780029,718.559998,718.559998,4122000
2016-01-21,720.169983,737.669983,711.109985,726.669983,726.669983,2596900
2016-01-22,742.000000,748.559998,740.500000,745.460022,745.460022,2357300
2016-01-25,743.840027,752.460022,732.500000,733.619995,733.619995,2267000
2016-01-26,735.210022,739.460022,726.969971,733.789978,733.789978,1543100
2016-01-27,735.890015,735.890015,713.450012,717.580017,717.580017,2121400
2016-01-28,738.190002,751.159973,730.599976,748.299988,748.299988,3105200
2016-01-29,748.960022,765.109985,744.200012,761.349976,761.349976,3790400
2016-02-01,771.260010,777.590027,761.380005,770.770020,770.770020,5576100
2016-02-02,800.500000,810.349976,780.599976,780.909973,780.909973,6792300
2016-02-03,786.280029,791.429993,736.260010,749.380005,749.380005,6555700
2016-02-04,744.590027,745.239990,722.599976,730.030029,730.030029,5214800
2016-02-05,725.500000,726.719971,700.140015,703.760010,703.760010,5477800
2016-02-08,687.679993,704.520020,682.010010,704.159973,704.159973,4470500
2016-02-09,692.950012,720.960022,688.500000,701.020020,701.020020,4197900
2016-02-10,711.789978,723.219971,705.390015,706.849976,706.849976,3015700
2016-02-11,696.340027,712.320007,691.190002,706.359985,706.359985,3250200
2016-02-12,712.210022,716.000000,701.580017,706.890015,706.890015,2326900
2016-02-16,718.650024,722.880005,710.179993,717.640015,717.640015,2172200
2016-02-17,727.000000,733.760010,716.609985,731.969971,731.969971,2457700
2016-02-18,733.960022,736.000000,715.549988,717.510010,717.510010,2363800
2016-02-19,715.900024,724.030029,713.119995,722.109985,722.109985,1745900
2016-02-22,729.510010,734.849976,723.450012,729.049988,729.049988,1875800
2016-02-23,726.099976,730.900024,715.669983,717.289978,717.289978,2066600
2016-02-24,710.609985,721.219971,702.020020,720.900024,720.900024,1854600
2016-02-25,722.929993,729.510010,713.229980,729.119995,729.119995,1798600
2016-02-26,733.599976,736.159973,721.940002,724.859985,724.859985,2123700
2016-02-29,721.000000,730.599976,716.840027,717.219971,717.219971,2253400
2016-03-01,721.299988,742.330017,718.640015,742.169983,742.169983,3005600
2016-03-02,742.869995,743.119995,733.250000,739.479980,739.479980,1814600
2016-03-03,739.479980,741.000000,729.630005,731.590027,731.590027,2025400
2016-03-04,734.799988,735.000000,725.619995,730.219971,730.219971,2425800
2016-03-07,725.150024,727.210022,705.140015,712.799988,712.799988,3084500
2016-03-08,708.390015,722.250000,704.000000,713.530029,713.530029,2626500
2016-03-09,715.169983,726.239990,712.659973,725.409973,725.409973,1977200
2016-03-10,727.789978,736.539978,723.289978,732.169983,732.169983,2228600
2016-03-11,739.950012,744.900024,736.700012,744.869995,744.869995,1769000
2016-03-14,744.969971,754.260010,743.659973,750.239990,750.239990,1641200
2016-03-15,746.020020,753.010010,742.840027,750.570007,750.570007,1491600
2016-03-16,749.049988,759.000000,746.500000,757.359985,757.359985,1465300
2016-03-17,757.650024,765.340027,757.359985,758.479980,758.479980,2228200
2016-03-18,761.630005,762.140015,751.820007,755.409973,755.409973,2811100
2016-03-21,753.909973,763.340027,751.270020,762.159973,762.159973,1438700
2016-03-22,758.440002,765.000000,757.880005,760.049988,760.049988,1104800
2016-03-23,763.349976,765.390015,756.030029,757.559998,757.559998,1233900
2016-03-24,751.200012,757.559998,750.500000,754.840027,754.840027,1555800
2016-03-28,756.169983,758.299988,752.039978,753.280029,753.280029,1083800
2016-03-29,753.679993,767.179993,748.289978,765.890015,765.890015,1987100
2016-03-30,768.210022,777.309998,767.580017,768.340027,768.340027,2019800
2016-03-31,768.340027,769.080017,758.250000,762.900024,762.900024,1627700
2016-04-01,757.159973,770.039978,755.200012,769.669983,769.669983,1583700
2016-04-04,769.510010,772.440002,761.789978,765.119995,765.119995,1346200
2016-04-05,758.130005,762.869995,755.599976,758.570007,758.570007,1223900
2016-04-06,757.840027,768.419983,756.299988,768.070007,768.070007,1257100
2016-04-07,765.320007,769.359985,757.500000,760.119995,760.119995,1274900
2016-04-08,765.869995,767.130005,755.770020,759.469971,759.469971,1171700
2016-04-11,765.450012,767.219971,757.340027,757.539978,757.539978,1588700
2016-04-12,758.429993,764.919983,751.570007,764.320007,764.320007,1366600
2016-04-13,770.309998,775.750000,764.590027,771.909973,771.909973,1771300
2016-04-14,775.359985,779.609985,773.219971,775.390015,775.390015,1348000
2016-04-15,775.500000,780.929993,774.929993,780.000000,780.000000,1585600
2016-04-18,780.190002,788.549988,777.609985,787.679993,787.679993,1669700
2016-04-19,790.500000,790.950012,770.270020,776.250000,776.250000,2197600
2016-04-20,779.159973,779.659973,771.270020,774.919983,774.919983,1713100
2016-04-21,777.309998,781.679993,771.549988,780.000000,780.000000,3881400
2016-04-22,743.909973,753.919983,730.369995,737.770020,737.770020,7039900
2016-04-25,735.349976,744.880005,735.099976,742.210022,742.210022,2472100
2016-04-26,744.419983,745.590027,720.320007,725.369995,725.369995,2793200
2016-04-27,725.320007,727.150024,709.080017,721.460022,721.460022,3313100
2016-04-28,723.289978,729.260010,703.200012,705.059998,705.059998,3129500
2016-04-29,704.119995,712.109985,703.780029,707.880005,707.880005,2913900
2016-05-02,711.919983,715.409973,706.359985,714.409973,714.409973,1673800
2016-05-03,712.500000,713.369995,707.330017,708.440002,708.440002,1931000
2016-05-04,706.770020,715.049988,704.049988,711.369995,711.369995,1610200
2016-05-05,715.000000,717.549988,709.450012,714.710022,714.710022,1483400
2016-05-06,712.200012,725.989990,711.950012,725.179993,725.179993,1997600
2016-05-09,726.700012,734.289978,723.500000,729.130005,729.130005,1903700
2016-05-10,734.960022,740.000000,731.609985,739.380005,739.380005,1627900
2016-05-11,740.520020,740.799988,727.900024,730.549988,730.549988,1491700
2016-05-12,732.000000,735.369995,724.270020,728.070007,728.070007,1354700
2016-05-13,726.619995,731.289978,723.510010,724.830017,724.830017,1262200
2016-05-16,724.320007,732.679993,720.000000,730.299988,730.299988,1126900
2016-05-17,731.059998,735.849976,718.000000,720.190002,720.190002,1670200
2016-05-18,718.500000,725.570007,715.020020,721.780029,721.780029,1626800
2016-05-19,718.299988,720.500000,710.309998,715.309998,715.309998,1529900
2016-05-20,716.460022,727.700012,715.010010,721.710022,721.710022,1739900
2016-05-23,719.979980,723.500000,716.940002,717.250000,717.250000,1233400
2016-05-24,719.849976,734.200012,719.650024,733.030029,733.030029,1894200
2016-05-25,735.000000,739.890015,732.599976,738.099976,738.099976,1610800
2016-05-26,736.000000,741.099976,733.000000,736.929993,736.929993,1298300
2016-05-27,737.510010,747.909973,737.010010,747.599976,747.599976,1740100
2016-05-31,748.760010,753.479980,745.570007,748.849976,748.849976,2124200
2016-06-01,748.469971,751.369995,744.340027,748.460022,748.460022,1039400
2016-06-02,746.099976,747.299988,737.000000,744.270020,744.270020,1693700
2016-06-03,741.489990,741.489990,733.909973,735.859985,735.859985,1230400
2016-06-06,738.500000,738.500000,728.289978,730.059998,730.059998,1499600
2016-06-07,733.270020,736.710022,730.799988,731.090027,731.090027,1215700
2016-06-08,739.500000,743.809998,735.770020,742.929993,742.929993,1615700
2016-06-09,737.070007,743.929993,736.500000,742.520020,742.520020,959000
2016-06-10,735.950012,739.640015,730.510010,733.190002,733.190002,1452500
2016-06-13,729.820007,739.000000,729.820007,731.880005,731.880005,1167700
2016-06-14,729.309998,736.000000,726.500000,733.250000,733.250000,1329200
2016-06-15,734.919983,737.150024,731.309998,732.190002,732.190002,1161700
2016-06-16,727.960022,730.390015,715.539978,724.250000,724.250000,2250100
2016-06-17,721.390015,721.390015,701.119995,704.250000,704.250000,4113100
2016-06-20,710.309998,715.869995,705.409973,706.130005,706.130005,2282700
2016-06-21,710.049988,715.380005,704.659973,708.880005,708.880005,1515900
2016-06-22,714.049988,714.210022,705.880005,710.469971,710.469971,1452900
2016-06-23,710.549988,714.880005,700.250000,714.869995,714.869995,2125000
2016-06-24,690.169983,705.000000,684.909973,685.200012,685.200012,4771800
2016-06-27,682.489990,683.330017,672.659973,681.140015,681.140015,2907300
2016-06-28,691.369995,692.739990,684.849976,691.260010,691.260010,1912300
2016-06-29,694.260010,699.500000,692.679993,695.190002,695.190002,2156200
2016-06-30,697.650024,703.770020,694.900024,703.530029,703.530029,2112500
2016-07-01,705.099976,712.530029,703.729980,710.250000,710.250000,1549200
2016-07-05,705.010010,708.119995,699.130005,704.890015,704.890015,1422000
2016-07-06,699.840027,713.000000,699.000000,708.969971,708.969971,1445100
2016-07-07,710.109985,710.169983,700.669983,707.260010,707.260010,1057600
2016-07-08,710.559998,717.900024,708.109985,717.780029,717.780029,1497300
2016-07-11,719.419983,728.929993,718.869995,727.200012,727.200012,1441100
2016-07-12,731.919983,735.599976,727.500000,732.510010,732.510010,1323400
2016-07-13,735.520020,735.520020,729.020020,729.479980,729.479980,1021800
2016-07-14,733.940002,736.140015,730.590027,735.799988,735.799988,1070400
2016-07-15,741.000000,741.000000,734.640015,735.630005,735.630005,1617100
